,rn,coef,xDecompAgg,xDecompPerc,xDecompMeanNon0,xDecompMeanNon0Perc,xDecompAggRF,xDecompPercRF,xDecompMeanNon0RF,xDecompMeanNon0PercRF,pos,train_size,rsq_train,rsq_val,rsq_test,nrmse_train,nrmse_val,nrmse_test,nrmse,decomp.rssd,mape,lambda,lambda_hp,lambda_max,lambda_min_ratio,solID,trial,iterNG,iterPar,iterations,robynPareto,total_spend,mean_spend,mean_spend_adstocked,mean_carryover,mean_response,spend_share,effect_share,roi_mean,roi_total,cpa_total,cluster,top_sol,boot_mean,boot_se,ci_low,ci_up,carryover_pct
1294,facebook_S,10905.47602,229566.638,0.000794523,1462.207886,0.000438012,229566.638,0.000794523,1462.207886,0.000438012,TRUE,1,0.945847557,NA,NA,0.051945054,NA,NA,0.051945054,0.194620774,0,45278.50834,0.000591534,65481090.25,1.00E-04,4_223_3,4,223,3,2001,1,334078.022,2127.88549,2730.842437,602.9569469,986.1625956,0.026563083,0.010985557,0.463447211,0.687164743,1.455255105,4,FALSE,1.713215129,0.24774141,0,4.268910163,0.073764014
1295,search_S,53586.24331,1100607.744,0.003809169,7010.240406,0.002099955,1100607.744,0.003809169,7010.240406,0.002099955,TRUE,1,0.945847557,NA,NA,0.051945054,NA,NA,0.051945054,0.194620774,0,45278.50834,0.000591534,65481090.25,1.00E-04,4_223_3,4,223,3,2001,1,809960,5158.980892,6708.047947,1549.067056,4488.58036,0.064401227,0.052667883,0.870051751,1.358842096,0.735920681,4,FALSE,2.775870778,0.301192489,0,5.890458876,0.03277975
1296,newsletter,237912.7402,4607171.382,0.015945276,29345.04065,0.008790464,4607171.382,0.015945276,29345.04065,0.008790464,TRUE,1,0.945847557,NA,NA,0.051945054,NA,NA,0.051945054,0.194620774,0,45278.50834,0.000591534,65481090.25,1.00E-04,4_223_3,4,223,3,2001,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,0.249251699
1297,(Intercept),115104.5215,18071409.88,0.062563741,115104.5215,0.03724252,18071409.88,0.062563741,115104.5215,0.03724252,TRUE,1,0.930267784,NA,NA,0.059134297,NA,NA,0.059134297,0.170017501,0,139246.671,0.00202672,65481090.25,1.00E-04,4_223_5,4,223,5,2003,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
1298,trend,0.334926786,93714840.79,0.324443475,596909.814,0.193132513,93714840.79,0.324443475,596909.814,0.193132513,TRUE,1,0.930267784,NA,NA,0.059134297,NA,NA,0.059134297,0.170017501,0,139246.671,0.00202672,65481090.25,1.00E-04,4_223_5,4,223,5,2003,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
1299,season,0.368989279,135083.1421,0.000467662,860.4021791,0.000278387,135083.1421,0.000467662,860.4021791,0.000278387,TRUE,1,0.930267784,NA,NA,0.059134297,NA,NA,0.059134297,0.170017501,0,139246.671,0.00202672,65481090.25,1.00E-04,4_223_5,4,223,5,2003,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
1300,holiday,0.84502523,5880952.7,0.020360027,235238.108,0.076112213,5880952.7,0.020360027,235238.108,0.076112213,TRUE,1,0.930267784,NA,NA,0.059134297,NA,NA,0.059134297,0.170017501,0,139246.671,0.00202672,65481090.25,1.00E-04,4_223_5,4,223,5,2003,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
1301,competitor_sales_B,0.140791477,122662733.8,0.424661914,781291.2983,0.252789866,122662733.8,0.424661914,781291.2983,0.252789866,TRUE,1,0.930267784,NA,NA,0.059134297,NA,NA,0.059134297,0.170017501,0,139246.671,0.00202672,65481090.25,1.00E-04,4_223_5,4,223,5,2003,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
1302,events,0.832686723,1059849.724,0.00366923,1059849.724,0.342918538,1059849.724,0.00366923,1059849.724,0.342918538,TRUE,1,0.930267784,NA,NA,0.059134297,NA,NA,0.059134297,0.170017501,0,139246.671,0.00202672,65481090.25,1.00E-04,4_223_5,4,223,5,2003,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
1303,tv_S,562309.7089,4275635.313,0.014802372,27233.34594,0.008811456,4275635.313,0.014802372,27233.34594,0.008811456,TRUE,1,0.930267784,NA,NA,0.059134297,NA,NA,0.059134297,0.170017501,0,139246.671,0.00202672,65481090.25,1.00E-04,4_223_5,4,223,5,2003,2,2591412.147,16505.80985,27282.70321,10776.89336,7039.680837,0.206047363,0.145766715,0.426497149,1.649924856,0.606088208,4,FALSE,1.896177442,0.051937321,1.360424775,2.4323584,0.126350562
1304,ooh_S,300021.7286,16276628.51,0.056350156,103672.793,0.033543739,16276628.51,0.056350156,103672.793,0.033543739,TRUE,1,0.930267784,NA,NA,0.059134297,NA,NA,0.059134297,0.170017501,0,139246.671,0.00202672,65481090.25,1.00E-04,4_223_5,4,223,5,2003,2,8239693.867,52482.12654,86888.4907,34406.36416,121968.4941,0.655151359,0.554909503,2.32400061,1.975392384,0.506228539,4,FALSE,1.562029998,0.050810862,1.038565492,2.087250132,0.732451176
1305,print_S,206628.2478,4029358.151,0.013949754,25664.7016,0.008303915,4029358.151,0.013949754,25664.7016,0.008303915,TRUE,1,0.930267784,NA,NA,0.059134297,NA,NA,0.059134297,0.170017501,0,139246.671,0.00202672,65481090.25,1.00E-04,4_223_5,4,223,5,2003,2,601634.9778,3832.069922,4571.088323,739.0184007,12206.8787,0.047836968,0.137370533,3.185453018,6.697346896,0.149312857,4,FALSE,6.710244215,0.048949282,6.207479885,7.217743414,0.028738476
1306,facebook_S,41739.36826,400199.3223,0.001385502,2549.04027,0.000824752,400199.3223,0.001385502,2549.04027,0.000824752,TRUE,1,0.930267784,NA,NA,0.059134297,NA,NA,0.059134297,0.170017501,0,139246.671,0.00202672,65481090.25,1.00E-04,4_223_5,4,223,5,2003,2,334078.022,2127.88549,2190.879673,62.99418244,701.3083077,0.026563083,0.01364376,0.32957991,1.197921731,0.83477908,4,FALSE,1.713215129,0.24774141,0,4.268910163,0.000176431
1307,search_S,268954.2244,4350220.076,0.015060587,27708.40813,0.008965164,4350220.076,0.015060587,27708.40813,0.008965164,TRUE,1,0.930267784,NA,NA,0.059134297,NA,NA,0.059134297,0.170017501,0,139246.671,0.00202672,65481090.25,1.00E-04,4_223_5,4,223,5,2003,2,809960,5158.980892,6071.677169,912.6962776,16480.49356,0.064401227,0.148309489,3.194525024,5.3709073,0.186188281,4,FALSE,2.775870778,0.301192489,0,5.890458876,0.010813538
1308,newsletter,441711.0775,17991063.56,0.06228558,114592.7616,0.037076938,17991063.56,0.06228558,114592.7616,0.037076938,TRUE,1,0.930267784,NA,NA,0.059134297,NA,NA,0.059134297,0.170017501,0,139246.671,0.00202672,65481090.25,1.00E-04,4_223_5,4,223,5,2003,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,0.537162465
1309,(Intercept),0,0,0,0,0,0,0,0,0,TRUE,1,0.950914234,NA,NA,0.049455313,NA,NA,0.049455313,0.292686554,0,9821.312013,5.00E-05,65481090.25,1.00E-04,4_223_7,4,223,7,2005,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
1310,trend,0.207341407,58015565.63,0.200785671,369525.8957,0.109478942,58015565.63,0.200785671,369525.8957,0.109478942,TRUE,1,0.950914234,NA,NA,0.049455313,NA,NA,0.049455313,0.292686554,0,9821.312013,5.00E-05,65481090.25,1.00E-04,4_223_7,4,223,7,2005,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
1311,season,0.2236655,81881.61629,0.000283384,521.5389573,0.000154516,81881.61629,0.000283384,521.5389573,0.000154516,TRUE,1,0.950914234,NA,NA,0.049455313,NA,NA,0.049455313,0.292686554,0,9821.312013,5.00E-05,65481090.25,1.00E-04,4_223_7,4,223,7,2005,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
1312,holiday,1,6959499.542,0.024086084,278379.9817,0.082475264,6959499.542,0.024086084,278379.9817,0.082475264,TRUE,1,0.950914234,NA,NA,0.049455313,NA,NA,0.049455313,0.292686554,0,9821.312013,5.00E-05,65481090.25,1.00E-04,4_223_7,4,223,7,2005,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
1313,competitor_sales_B,0.22413279,195272763.5,0.675818159,1243775.564,0.368491719,195272763.5,0.675818159,1243775.564,0.368491719,TRUE,1,0.950914234,NA,NA,0.049455313,NA,NA,0.049455313,0.292686554,0,9821.312013,5.00E-05,65481090.25,1.00E-04,4_223_7,4,223,7,2005,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
1314,events,1.028594054,1309202.002,0.004531008,1309202.002,0.387875522,1309202.002,0.004531008,1309202.002,0.387875522,TRUE,1,0.950914234,NA,NA,0.049455313,NA,NA,0.049455313,0.292686554,0,9821.312013,5.00E-05,65481090.25,1.00E-04,4_223_7,4,223,7,2005,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
1315,tv_S,298899.4868,8296553.34,0.028713484,52844.28879,0.015656107,8296553.34,0.028713484,52844.28879,0.015656107,TRUE,1,0.950914234,NA,NA,0.049455313,NA,NA,0.049455313,0.292686554,0,9821.312013,5.00E-05,65481090.25,1.00E-04,4_223_7,4,223,7,2005,3,2591412.147,16505.80985,25780.1588,9274.348951,41161.05221,0.206047363,0.353131607,2.493731152,3.201556862,0.312348037,3,FALSE,2.42381637,0.05449294,1.67255503,3.176529333,0.243574739
1316,ooh_S,203466.2924,10378961.12,0.035920475,66108.03261,0.019585738,10378961.12,0.035920475,66108.03261,0.019585738,TRUE,1,0.950914234,NA,NA,0.049455313,NA,NA,0.049455313,0.292686554,0,9821.312013,5.00E-05,65481090.25,1.00E-04,4_223_7,4,223,7,2005,3,8239693.867,52482.12654,82482.87839,30000.75185,78617.42022,0.655151359,0.441766487,1.497984655,1.259629458,0.79388426,3,FALSE,1.35569555,0.006979804,1.259301541,1.451940173,0.711081477
1317,print_S,198964.6529,4056059.864,0.01403759,25834.7762,0.007654035,4056059.864,0.01403759,25834.7762,0.007654035,TRUE,1,0.950914234,NA,NA,0.049455313,NA,NA,0.049455313,0.292686554,0,9821.312013,5.00E-05,65481090.25,1.00E-04,4_223_7,4,223,7,2005,3,601634.9778,3832.069922,4403.716606,571.6466837,9788.152221,0.047836968,0.17264072,2.554272866,6.741728812,0.148329906,3,FALSE,6.834735951,0.015942701,6.614837435,7.054846964,0.012106123
1318,facebook_S,12061.49937,515017.5898,0.001782421,3280.366814,0.00097187,515017.5898,0.001782421,3280.366814,0.00097187,TRUE,1,0.950914234,NA,NA,0.049455313,NA,NA,0.049455313,0.292686554,0,9821.312013,5.00E-05,65481090.25,1.00E-04,4_223_7,4,223,7,2005,3,334078.022,2127.88549,3031.077196,903.1917054,3857.533413,0.026563083,0.021921029,1.812848215,1.541608714,0.648673033,3,FALSE,0.962085783,0.080641074,0,2.074640298,0.281780482
1319,search_S,11249.09669,247632.8292,0.000857031,1577.279167,0.000467298,247632.8292,0.000857031,1577.279167,0.000467298,TRUE,1,0.950914234,NA,NA,0.049455313,NA,NA,0.049455313,0.292686554,0,9821.312013,5.00E-05,65481090.25,1.00E-04,4_223_7,4,223,7,2005,3,809960,5158.980892,7125.033738,1966.052846,970.5895384,0.064401227,0.010540158,0.188135905,0.30573464,3.270810267,3,FALSE,1.387952131,0.064245949,0.500428584,2.273580409,0.04416605
1320,newsletter,231783.7756,3809622.038,0.013184695,24265.10852,0.007188991,3809622.038,0.013184695,24265.10852,0.007188991,TRUE,1,0.950914234,NA,NA,0.049455313,NA,NA,0.049455313,0.292686554,0,9821.312013,5.00E-05,65481090.25,1.00E-04,4_223_7,4,223,7,2005,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,0.108046169
1321,(Intercept),0,0,0,0,0,0,0,0,0,TRUE,1,0.945073261,NA,NA,0.052315103,NA,NA,0.052315103,0.188840777,0,71120.89821,0.000986227,65481090.25,1.00E-04,4_223_8,4,223,8,2006,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
1322,trend,0.336599,94182737.85,0.325956642,599890.05,0.180878386,94182737.85,0.325956642,599890.05,0.180878386,TRUE,1,0.945073261,NA,NA,0.052315103,NA,NA,0.052315103,0.188840777,0,71120.89821,0.000986227,65481090.25,1.00E-04,4_223_8,4,223,8,2006,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
1323,season,0.344367,126069.1815,0.000436312,802.9884171,0.000242116,126069.1815,0.000436312,802.9884171,0.000242116,TRUE,1,0.945073261,NA,NA,0.052315103,NA,NA,0.052315103,0.188840777,0,71120.89821,0.000986227,65481090.25,1.00E-04,4_223_8,4,223,8,2006,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
1324,holiday,1,6959499.542,0.024086103,278379.9817,0.083936918,6959499.542,0.024086103,278379.9817,0.083936918,TRUE,1,0.945073261,NA,NA,0.052315103,NA,NA,0.052315103,0.188840777,0,71120.89821,0.000986227,65481090.25,1.00E-04,4_223_8,4,223,8,2006,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
1325,competitor_sales_B,0.185340747,161475703.3,0.558850583,1028507.665,0.310114838,161475703.3,0.558850583,1028507.665,0.310114838,TRUE,1,0.945073261,NA,NA,0.052315103,NA,NA,0.052315103,0.188840777,0,71120.89821,0.000986227,65481090.25,1.00E-04,4_223_8,4,223,8,2006,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
1326,events,0.982120323,1250049.899,0.004326292,1250049.899,0.376914082,1250049.899,0.004326292,1250049.899,0.376914082,TRUE,1,0.945073261,NA,NA,0.052315103,NA,NA,0.052315103,0.188840777,0,71120.89821,0.000986227,65481090.25,1.00E-04,4_223_8,4,223,8,2006,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
1327,tv_S,404427.3353,4557448.561,0.015772855,29028.33478,0.008752601,4557448.561,0.015772855,29028.33478,0.008752601,TRUE,1,0.945073261,NA,NA,0.052315103,NA,NA,0.052315103,0.188840777,0,71120.89821,0.000986227,65481090.25,1.00E-04,4_223_8,4,223,8,2006,1,2591412.147,16505.80985,27524.17532,11018.36547,10753.29592,0.206047363,0.212176342,0.651485508,1.758673767,0.56861029,4,FALSE,1.896177442,0.051937321,1.360424775,2.4323584,0.167831847
1328,ooh_S,196995.5963,11166301.37,0.038645405,71122.93868,0.021444934,11166301.37,0.038645405,71122.93868,0.021444934,TRUE,1,0.945073261,NA,NA,0.052315103,NA,NA,0.052315103,0.188840777,0,71120.89821,0.000986227,65481090.25,1.00E-04,4_223_8,4,223,8,2006,1,8239693.867,52482.12654,87459.13984,34977.0133,83178.97824,0.655151359,0.519857756,1.584901065,1.35518401,0.737907172,4,FALSE,1.562029998,0.050810862,1.038565492,2.087250132,0.746651727
1329,print_S,200948.9333,3833437.262,0.013267127,24416.79785,0.007362134,3833437.262,0.013267127,24416.79785,0.007362134,TRUE,1,0.945073261,NA,NA,0.052315103,NA,NA,0.052315103,0.188840777,0,71120.89821,0.000986227,65481090.25,1.00E-04,4_223_8,4,223,8,2006,1,601634.9778,3832.069922,4358.134383,526.0644606,7350.138196,0.047836968,0.178469309,1.91805952,6.371699458,0.156944,4,FALSE,6.710244215,0.048949282,6.207479885,7.217743414,0.007300992
1330,facebook_S,32295.3574,796399.0496,0.002756254,5072.605412,0.001529488,796399.0496,0.002756254,5072.605412,0.001529488,TRUE,1,0.945073261,NA,NA,0.052315103,NA,NA,0.052315103,0.188840777,0,71120.89821,0.000986227,65481090.25,1.00E-04,4_223_8,4,223,8,2006,1,334078.022,2127.88549,2684.891464,557.0059733,4528.48592,0.026563083,0.037077113,2.128162413,2.383871423,0.419485712,4,FALSE,1.713215129,0.24774141,0,4.268910163,0.112775803
1331,search_S,61647.63455,1125945.897,0.003896781,7171.629915,0.002162384,1125945.897,0.003896781,7171.629915,0.002162384,TRUE,1,0.945073261,NA,NA,0.052315103,NA,NA,0.052315103,0.188840777,0,71120.89821,0.000986227,65481090.25,1.00E-04,4_223_8,4,223,8,2006,1,809960,5158.980892,7086.036702,1927.05581,4008.297578,0.064401227,0.05241948,0.776955306,1.390125311,0.719359609,4,FALSE,2.775870778,0.301192489,0,5.890458876,0.037516242
1332,newsletter,191631.4754,3468941.586,0.012005645,22095.16934,0.006662118,3468941.586,0.012005645,22095.16934,0.006662118,TRUE,1,0.945073261,NA,NA,0.052315103,NA,NA,0.052315103,0.188840777,0,71120.89821,0.000986227,65481090.25,1.00E-04,4_223_8,4,223,8,2006,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,0.148448096
1333,(Intercept),4129.212459,648286.3561,0.002244386,4129.212459,0.00130319,648286.3561,0.002244386,4129.212459,0.00130319,TRUE,1,0.937250083,NA,NA,0.056095662,NA,NA,0.056095662,0.178379047,0,100469.5964,0.001434473,65481090.25,1.00E-04,4_223_9,4,223,9,2007,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
1334,trend,0.411256966,115072555.1,0.398384497,732946.2111,0.231319673,115072555.1,0.398384497,732946.2111,0.231319673,TRUE,1,0.937250083,NA,NA,0.056095662,NA,NA,0.056095662,0.178379047,0,100469.5964,0.001434473,65481090.25,1.00E-04,4_223_9,4,223,9,2007,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
1335,season,0.3694804,135262.9365,0.000468284,861.547366,0.000271907,135262.9365,0.000468284,861.547366,0.000271907,TRUE,1,0.937250083,NA,NA,0.056095662,NA,NA,0.056095662,0.178379047,0,100469.5964,0.001434473,65481090.25,1.00E-04,4_223_9,4,223,9,2007,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
1336,holiday,0.873657546,6080219.288,0.021049894,243208.7715,0.076757302,6080219.288,0.021049894,243208.7715,0.076757302,TRUE,1,0.937250083,NA,NA,0.056095662,NA,NA,0.056095662,0.178379047,0,100469.5964,0.001434473,65481090.25,1.00E-04,4_223_9,4,223,9,2007,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
1337,competitor_sales_B,0.150143245,130810340,0.452869161,833186.879,0.26295588,130810340,0.452869161,833186.879,0.26295588,TRUE,1,0.937250083,NA,NA,0.056095662,NA,NA,0.056095662,0.178379047,0,100469.5964,0.001434473,65481090.25,1.00E-04,4_223_9,4,223,9,2007,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
1338,events,0.888957858,1131472.035,0.003917189,1131472.035,0.357095428,1131472.035,0.003917189,1131472.035,0.357095428,TRUE,1,0.937250083,NA,NA,0.056095662,NA,NA,0.056095662,0.178379047,0,100469.5964,0.001434473,65481090.25,1.00E-04,4_223_9,4,223,9,2007,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
1339,tv_S,440270.8161,5465320.826,0.018921098,34810.96067,0.010986427,5465320.826,0.018921098,34810.96067,0.010986427,TRUE,1,0.937250083,NA,NA,0.056095662,NA,NA,0.056095662,0.178379047,0,100469.5964,0.001434473,65481090.25,1.00E-04,4_223_9,4,223,9,2007,1,2591412.147,16505.80985,26703.13687,10197.32702,13866.38756,0.206047363,0.188512702,0.840091319,2.109012583,0.47415554,4,FALSE,1.896177442,0.051937321,1.360424775,2.4323584,0.163848295
1340,ooh_S,267261.8842,15019490.93,0.05199791,95665.54731,0.030192288,15019490.93,0.05199791,95665.54731,0.030192288,TRUE,1,0.937250083,NA,NA,0.056095662,NA,NA,0.056095662,0.178379047,0,100469.5964,0.001434473,65481090.25,1.00E-04,4_223_9,4,223,9,2007,1,8239693.867,52482.12654,86587.13295,34105.00641,112364.9782,0.655151359,0.518060131,2.141014201,1.822821475,0.548600076,4,FALSE,1.562029998,0.050810862,1.038565492,2.087250132,0.73872235
1341,print_S,171953.5652,4130113.419,0.014298571,26306.4549,0.008302384,4130113.419,0.014298571,26306.4549,0.008302384,TRUE,1,0.937250083,NA,NA,0.056095662,NA,NA,0.056095662,0.178379047,0,100469.5964,0.001434473,65481090.25,1.00E-04,4_223_9,4,223,9,2007,1,601634.9778,3832.069922,4522.797124,690.727202,12855.87249,0.047836968,0.142458031,3.354811563,6.864815996,0.145670328,4,FALSE,6.710244215,0.048949282,6.207479885,7.217743414,0.023463863
1342,facebook_S,57860.35447,731381.088,0.002532062,4658.478267,0.001470227,731381.088,0.002532062,4658.478267,0.001470227,TRUE,1,0.937250083,NA,NA,0.056095662,NA,NA,0.056095662,0.178379047,0,100469.5964,0.001434473,65481090.25,1.00E-04,4_223_9,4,223,9,2007,1,334078.022,2127.88549,2682.971522,555.0860315,1233.726754,0.026563083,0.025227179,0.579790012,2.18925233,0.456776949,4,FALSE,1.713215129,0.24774141,0,4.268910163,0.016263363
1343,search_S,199077.7001,3645484.51,0.012620772,23219.64656,0.007328179,3645484.51,0.012620772,23219.64656,0.007328179,TRUE,1,0.937250083,NA,NA,0.056095662,NA,NA,0.056095662,0.178379047,0,100469.5964,0.001434473,65481090.25,1.00E-04,4_223_9,4,223,9,2007,1,809960,5158.980892,6794.480274,1635.499383,14123.60973,0.064401227,0.125741957,2.737674364,4.500820424,0.222181715,4,FALSE,2.775870778,0.301192489,0,5.890458876,0.033762862
1344,newsletter,249234.557,5978048.473,0.020696176,38076.74187,0.012017116,5978048.473,0.020696176,38076.74187,0.012017116,TRUE,1,0.937250083,NA,NA,0.056095662,NA,NA,0.056095662,0.178379047,0,100469.5964,0.001434473,65481090.25,1.00E-04,4_223_9,4,223,9,2007,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,0.179216765
1345,(Intercept),0,0,0,0,0,0,0,0,0,TRUE,1,0.951378867,NA,NA,0.049220692,NA,NA,0.049220692,0.319330306,0,12725.49675,9.43E-05,65481090.25,1.00E-04,5_169_9,5,169,9,1521,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
1346,trend,0.196009998,54844958.74,0.189822152,349330.9474,0.103542371,54844958.74,0.189822152,349330.9474,0.103542371,TRUE,1,0.951378867,NA,NA,0.049220692,NA,NA,0.049220692,0.319330306,0,12725.49675,9.43E-05,65481090.25,1.00E-04,5_169_9,5,169,9,1521,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
1347,season,0.22133012,81026.65793,0.000280439,516.0933626,0.000152971,81026.65793,0.000280439,516.0933626,0.000152971,TRUE,1,0.951378867,NA,NA,0.049220692,NA,NA,0.049220692,0.319330306,0,12725.49675,9.43E-05,65481090.25,1.00E-04,5_169_9,5,169,9,1521,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
1348,holiday,1,6959499.542,0.024087304,278379.9817,0.082512367,6959499.542,0.024087304,278379.9817,0.082512367,TRUE,1,0.951378867,NA,NA,0.049220692,NA,NA,0.049220692,0.319330306,0,12725.49675,9.43E-05,65481090.25,1.00E-04,5_169_9,5,169,9,1521,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
1349,competitor_sales_B,0.221769889,193214117.4,0.668727272,1230663.168,0.364770951,193214117.4,0.668727272,1230663.168,0.364770951,TRUE,1,0.951378867,NA,NA,0.049220692,NA,NA,0.049220692,0.319330306,0,12725.49675,9.43E-05,65481090.25,1.00E-04,5_169_9,5,169,9,1521,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
1350,events,1.027467661,1307768.32,0.004526276,1307768.32,0.387625067,1307768.32,0.004526276,1307768.32,0.387625067,TRUE,1,0.951378867,NA,NA,0.049220692,NA,NA,0.049220692,0.319330306,0,12725.49675,9.43E-05,65481090.25,1.00E-04,5_169_9,5,169,9,1521,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
1351,tv_S,318518.7744,9462532.645,0.032750472,60270.90857,0.017864414,9462532.645,0.032750472,60270.90857,0.017864414,TRUE,1,0.951378867,NA,NA,0.049220692,NA,NA,0.049220692,0.319330306,0,12725.49675,9.43E-05,65481090.25,1.00E-04,5_169_9,5,169,9,1521,1,2591412.147,16505.80985,24601.97829,8096.168434,59841.7203,0.206047363,0.368347677,3.625494347,3.651496601,0.273860312,1,FALSE,3.606107123,0.124569673,2.391919036,4.822087391,0.257182683
1352,ooh_S,201122.6821,10312717.11,0.035693019,65686.09623,0.019469486,10312717.11,0.035693019,65686.09623,0.019469486,TRUE,1,0.951378867,NA,NA,0.049220692,NA,NA,0.049220692,0.319330306,0,12725.49675,9.43E-05,65481090.25,1.00E-04,5_169_9,5,169,9,1521,1,8239693.867,52482.12654,87249.45051,34767.32397,77184.19179,0.655151359,0.401442778,1.470675769,1.251589837,0.798983796,1,FALSE,1.197977415,0.011415383,1.086618502,1.30931559,0.729631912
1353,print_S,274505.5193,3942840.84,0.013646442,25113.63592,0.00744373,3942840.84,0.013646442,25113.63592,0.00744373,TRUE,1,0.951378867,NA,NA,0.049220692,NA,NA,0.049220692,0.319330306,0,12725.49675,9.43E-05,65481090.25,1.00E-04,5_169_9,5,169,9,1521,1,601634.9778,3832.069922,4747.549485,915.4795629,10787.07611,0.047836968,0.153482827,2.814947621,6.553543237,0.152589212,1,FALSE,6.120046196,0.085181318,5.28697112,6.94873146,0.038465324
1354,facebook_S,16442.00947,500913.9472,0.001733697,3190.534696,0.000945681,500913.9472,0.001733697,3190.534696,0.000945681,TRUE,1,0.951378867,NA,NA,0.049220692,NA,NA,0.049220692,0.319330306,0,12725.49675,9.43E-05,65481090.25,1.00E-04,5_169_9,5,169,9,1521,1,334078.022,2127.88549,2246.27188,118.3863893,4660.032526,0.026563083,0.01949906,2.189982754,1.499392101,0.666936954,1,FALSE,1.603990786,0.151463701,0.126453841,3.081284526,0.193466721
1355,search_S,40438.40351,1470128.962,0.005088217,9363.878742,0.002775472,1470128.962,0.005088217,9363.878742,0.002775472,TRUE,1,0.951378867,NA,NA,0.049220692,NA,NA,0.049220692,0.319330306,0,12725.49675,9.43E-05,65481090.25,1.00E-04,5_169_9,5,169,9,1521,1,809960,5158.980892,6184.261822,1025.28093,8838.049406,0.064401227,0.057227659,1.71313862,1.81506366,0.550944863,1,FALSE,0.736500406,0.129107259,0,1.990128229,0.040387692
1356,newsletter,232343.1842,6831621.844,0.02364471,43513.51493,0.01289749,6831621.844,0.02364471,43513.51493,0.01289749,TRUE,1,0.951378867,NA,NA,0.049220692,NA,NA,0.049220692,0.319330306,0,12725.49675,9.43E-05,65481090.25,1.00E-04,5_169_9,5,169,9,1521,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,0.298772703
